"","title","authors","abstract","categories","submitted","id","doi"
"8013","Semi-classical motion of dressed electrons","Stefan Teufel|Herbert Spohn","  We consider an electron coupled to the quantized radiation field and subject
to a slowly varying electrostatic potential. We establish that over
sufficiently long times radiation effects are negligible and the dressed
electron is governed by an effective one-particle Hamiltonian. In the proof
only a few generic properties of the full Pauli-Fierz Hamiltonian H_PF enter.
Most importantly, H_PF must have an isolated ground state band for |p| < p_c <=
\infty with p the total momentum and p_c indicating that the ground state band
may terminate. This structure demands a local approximation theorem, in the
sense that the one- particle approximation holds until the semi-classical
dynamics violates |p|<p_c. Within this framework we prove an abstract Hilbert
space theorem which uses no additional information on the Hamiltonian away from
the band of interest. Our result is applicable to other time-dependent
semi-classical problems. We discuss semi-classical distributions for the
effective one-particle dynamics and show how they can be translated to the full
dynamics by our results.
","math-ph|math.FA|math.MP|quant-ph","2000-10-05 12:40:19","math-ph/0010009v2",""
"8117","Quantum Coherence in a Single Ion due to strong Excitation of a
  metastable Transition","J. von Zanthier|C. Skornia|G. S. Agarwal|H. Walther","  We consider pump-probe spectroscopy of a single ion with a highly metastable
(probe) clock transition which is monitored by using the quantum jump
technique. For a weak clock laser we obtain the well known Autler-Townes
splitting. For stronger powers of the clock laser we demonstrate the transition
to a new regime. The two regimes are distinguished by the transition of two
complex eigenvalues to purely imaginary ones which can be very different in
magnitude. The transition is controlled by the power of the clock laser. For
pump on resonance we present simple analytical expressions for various
linewidths and line positions.
","quant-ph","2000-10-05 12:54:10","quant-ph/0010017v1","10.1103/PhysRevA.63.013816"
"8215","Absolute frequency measurement of the In$^{+}$ clock transition with a
  mode-locked laser","J. von Zanthier|Th. Becker|M. Eichenseer|A. Yu. Nevsky|Ch. Schwedes|E. Peik|H. Walther|R. Holzwarth|J. Reichert|Th. Udem|T. W. Hänsch|P. V. Pokasov|M. N. Skvortsov|S. N. Bagayev","  The absolute frequency of the In$^{+}$ $5s^{2 1}S_{0}$ - $5s5p^{3}P_{0}$
clock transition at 237 nm was measured with an accuracy of 1.8 parts in
$10^{13}$. Using a phase-coherent frequency chain, we compared the $^{1}S_{0}$
- $^{3}P_{0}$ transition with a methane-stabilized He-Ne laser at 3.39 $\mu$m
which was calibrated against an atomic cesium fountain clock. A frequency gap
of 37 THz at the fourth harmonic of the He-Ne standard was bridged by a
frequency comb generated by a mode-locked femtosecond laser. The frequency of
the In$^{+}$ clock transition was found to be $1 267 402 452 899.92 (0.23)$
kHz, the accuracy being limited by the uncertainty of the He-Ne laser
reference. This represents an improvement in accuracy of more than 2 orders of
magnitude on previous measurements of the line and now stands as the most
accurate measurement of an optical transition in a single ion.
","quant-ph","2000-10-05 14:55:34","quant-ph/0010019v1","10.1364/OL.25.001729"
"8313","Duality and quasiparticles in the Calogero-Sutherland model: Some exact
  results","Ivan Andric|Larisa Jonke","  The quantum-mechanical many-body system with the potential proportional to
the pairwise inverse-square distance possesses a strong-weak coupling duality.
Based on this duality, particle and/or quasiparticle states are described as
SU(1,1) coherent states. The constructed quasiparticle states are of
hierarchical nature.
","hep-th|cond-mat|quant-ph","2000-10-05 15:18:55","hep-th/0010033v1","10.1103/PhysRevA.65.034707"
"8413","Number Partitioning on a Quantum Computer","H. De Raedt|K. Michielsen|K. De Raedt|S. Miyashita","  We present an algorithm to compute the number of solutions of the
(constrained) number partitioning problem. A concrete implementation of the
algorithm on an Ising-type quantum computer is given.
","quant-ph","2000-10-05 16:35:01","quant-ph/0010018v2","10.1016/S0375-9601(01)00680-6"
"8513","Finding Solutions to NP Problems: Philosophical Difference Between
  Quantum and Evolutionary Search Algorithms","G. W. Greenwood","  There is no known polynomial-time algorithm that can solve an NP problem.
Evolutionary search has been shown to be a viable method of finding acceptable
solutions within a reasonable time period. Recently quantum computers have
surfaced as another alternative method. But these two methods use radically
different philosophies for solving NP problems even though both search methods
are non-deterministic. This paper uses instances of {\bf SAT}, {\bf 3SAT} and
{\bf TSP} to describe how these two methods differ in their approach to solving
NP problems.
","quant-ph","2000-10-05 17:51:24","quant-ph/0010021v1",""
"8613","Quantum trajectories, real, surreal or an approximation to a deeper
  process?","B. J. Hiley|R. E Callaghan|O. Maroney","  The proposal that the one-parameter solutions of the real part of the
Schrodinger equation (quantum Hamilton-Jacobi equation) can be regarded as
`quantum particle trajectories' has received considerable attention recently.
Opinions as to their significance differ. Some argue that they do play a
fundamental role as actual particle trajectories, others regard them as mere
metaphysical appendages without any physical significance. Recent work has
claimed that in some cases the Bohm approach gives results that disagree with
those obtained from standard quantum mechanics and, in consequence, with
experiment. Furthermore it is claimed that these trajectories have such
unacceptable properties that they can only be considered as `surreal'. We
re-examine these questions and show that the specific objections raised by
Englert, Scully, Sussmann and Walther cannot be sustained. We also argue that
contrary to their negative view, these trajectories can provide a deeper
insight into quantum processes.
","quant-ph","2000-10-05 17:52:33","quant-ph/0010020v2",""
"8713","Environment-independent decoherence rate in classically chaotic systems","Rodolfo A. Jalabert|Horacio M. Pastawski","  We study the decoherence of a one-particle system, whose classical
correpondent is chaotic, when it evolves coupled to a weak quenched
environment. This is done by analytical evaluation of the Loschmidt Echo, (i.e.
the revival of a localized density excitation upon reversal of its time
evolution), in presence of the perturbation. We predict an exponential decay
for the Loschmidt Echo with a (decoherence) rate which is asymptotically given
by the mean Lyapunov exponent of the classical system, and therefore
independent of the perturbation strength, within a given range of strengths.
Our results are consistent with recent experiments of Polarization Echoes in
nuclear magnetic resonance and preliminary numerical simulations.
","cond-mat.dis-nn|nlin.CD|quant-ph","2000-10-05 20:30:42","cond-mat/0010094v2","10.1103/PhysRevLett.86.2490"
"8813","Information and noise in photon entanglement","Holger F. Hofmann","  By using finite resolution measurements it is possible to simultaneously
obtain noisy information on two non-commuting polarization components of a
single photon. This method can be applied to a pair of entangled photons with
polarization statistics that violate Bell's inequalities. The theoretically
predicted results show that the non-classical nature of entanglement arises
from negative joint probabilities for the non-commuting polarization
components. These negative probabilities allow a ""disentanglement"" of the
statistics, providing new insights into the non-classical properties of quantum
information.
","quant-ph","2000-10-06 03:06:42","quant-ph/0010022v1",""
"8913","Macroscopic Local Realism Incompatible with Quantum Mechanics: Failure
  of Local Realism where Measurements give Macroscopic Uncertainties","M. D. Reid","  We show that quantum mechanics predicts a contradiction with local hidden
variable theories for photon number measurements which have limited resolving
power, to the point of imposing an uncertainty in the photon number result
which is macroscopic in absolute terms. We show how this can be interpreted as
a failure of a new premise, macroscopic local realism.
","quant-ph","2000-10-06 04:21:13","quant-ph/0010023v1","10.1103/PhysRevLett.84.2765"
"9013","Contradiction of Quantum Mechanics with Local Hidden Variables for
  Continuous Variable Quadrature Phase Amplitude Measurements","A. Gilchrist|P. Deuar|M. D. Reid","  We demonstrate a contradiction of quantum mechanics with local hidden
variable theories for continuous variable quadrature phase amplitude
(``position'' and ``momentum'') measurements, by way of a violation of a Bell
inequality. For any quantum state, this contradiction is lost for situations
where the quadrature phase amplitude results are always macroscopically
distinct. We show that for optical realisations of this experiment, where one
uses homodyne detection techniques to perform the quadrature phase amplitude
measurement, one has an amplification prior to detection, so that macroscopic
fields are incident on photodiode detectors. The high efficiencies of such
detectors may open a way for a loophole-free test of local hidden variable
theories.
","quant-ph","2000-10-06 06:38:33","quant-ph/0010024v1","10.1103/PhysRevLett.80.3169"
